restaurant_id;name;description;price
1;Bon Appetit Bluberry Cream Danish;Single.;2.69
1;Rice Krispies Treat Original Big Bar;2.2oz.;1.89
1;Monster Java Mean Bean;15oz can.;3.49
1;Monster Java Loca Moca;15oz can.;3.49
1;Monster Java Sltd Crml;15oz can.;3.49
1;Starbucks Frapp Mocha;7oz bottle.;3.79
1;Starbucks Frapp Van;7oz bottle.;3.79
1;Starbucks Frapp Crml Macchiato;7oz bottle.;3.79
1;Monster;16oz can.;3.29
1;Monster Zero Ultra;16oz can.;3.29
1;Monster Ultra Paradise;16oz can.;3.29
1;Red Bull;12oz can.;3.79
1;Red Bull Sugar Free;12oz can.;3.79
1;Red Bull Blue Berry;12oz can.;3.79
1;Five Hour Energy Ex Strong Berry;3oz bottle.;4.29
1;Tropicana Orange No Pulp;12oz.;2.29
1;Tropicana Prem Orange Hmstl Pulp;12oz bottle.;2.29
1;Tropicana Apple;12oz.;2.29
1;Diet Coke;20oz bottle.;2.39
1;Diet Mountain Dew;20oz bottle.;2.39
1;Diet Pepsi;20oz bottle.;2.39
1;Dr Pepper;20oz bottle.;2.39
1;Mountain Dew;20oz bottle.;2.39
1;Mountain Dew Code Red;20oz bottle.;2.39
1;Pepsi;20oz bottle.;2.39
1;Sprite;20oz bottle.;2.39
1;Canada Dry Ginger Ale;20oz bottle.;2.29
1;Coca Cola;20oz bottle.;2.39
1;Coke Chry;20oz bottle.;2.39
1;Coke Zero;20oz bottle.;2.39
1;Coke Zero Chry Two;20oz bottle.;2.39
1;Diet Dr Pepper;20oz bottle.;2.39
1;Dr Pepper Chry;20oz bottle.;2.39
1;Arizona Green Tea;34oz bottle.;2.49
1;Arizona Tea Sweet;One liter bottle.;2.49
1;Arizona Tea Arnld Plmr;34oz bottle.;2.49
1;Bodyarmor Strawberry Banana;28oz bottle.;2.99
1;Bodyarmor Orange Mango;28oz bottle.;2.99
1;Bodyarmor Fruit Punch;28oz bottle.;2.99
1;Fiji Water 700 ml;700 ml bottle.;2.89
1;Fiji Water;One liter bottle.;3.39
2;J’ Ti`’z Smoothie;Tropical fruit blend, dragon fruit mix, mango, bananas, pineapples, apples, and spinach. Special blue and green with strawberry bananas juice blend smoothies. Our fruity tasty smoothies are blended to perfection.;5.49
2;Ti`’z Fruity Thang Smoothie;Tropical fruit blend, dragon fruit mix, craisin, and apricot. Special green juice blend smoothies. Our fruity tasty smoothies are blended to perfection.;5.49
2;Ashunti`Way Smoothie;Fruit n greens, mango bananas, tropical fruit blend, dragon fruit mix, mango, bananas, pineapples, apples, and spinach. Special green with strawberry bananas juice blend . Our fruity tasty smoothies are blended to perfection.;5.49
2;Jimmy Jam Smoothie;Berries n kale, strawberries, bananas, blueberries kale, tropical fruit blend, and dragon fruit. Our fruity tasty smoothies are blended to perfection.;5.49
2;J’ Ti`’z Tastey Ice Smoothie;Tropical fruit blend, dragon fruit, pineapple, bananas, and mango. Our fruity tasty smoothies are blended to perfection.;5.49
2;Tejay Impact Smoothie;Tropical fruit blend, dragon fruit mix, mango, bananas, pineapples, apples, and spinach. Special blue juice blend smoothies.;5.49
2;Dayton 500 Smoothie;Tropical fruit blend, dragon fruit mix, mango, bananas, pineapples, apples. Special green juice blend. Our fruity tasty smoothies are blended to perfection.;5.49
2;Nappy Head Truth Smoothie;Refreshing greens with a hint of mint, apples, bananas, kale, cucumbers, spinach, and mint leaves smoothies. Our fruity tasty smoothies are blended to perfection.;6.49
2;Aw Shuckie Shuckie Now Smoothie;Triple berry blend, blueberries, strawberries, raspberries, bananas, non- fat yogurt, carrots, and mango smoothies. Our fruity tasty smoothies are blended to perfection.;6.49
2;J’ Taste Bud Factor Smoothie;Strawberries, bananas, peaches, apples, coconut water, and grape smoothies. Our fruity tasty smoothies are blended to perfection.;5.49
2;Early Birds Get the Worm Smoothie;Mango, pineapples, bananas, sweet potato, v s and b special blue blend berry. Our fruity tasty smoothies are blended to perfection.;5.49
2;Jameria Crush Smoothie;Detox rocks, pineapple, bananas, cranberry, kale, lemon, and berry mango blend smoothies. Our fruity tasty smoothies are blended to perfection.;5.49
2;Tongue Teaser Smoothie;Tropical fruit blend, dragon fruit, pineapples, bananas, mango, apples, spinach, ginger powder. Special green blend, pineapple and ginger smoothies. Our fruity tasty smoothies are blended to perfection.;6.49
2;Groovy Louie Smoothie;Mango, taro, coconut milk, pineapple juice or lime. Our fruity tasty smoothies are blended to perfection.;5.49
2;J Wit Da Weezy Smoothie;Kale, pineapples, peaches, blueberries, and cran blackberries. Our fruity tasty smoothies are blended to perfection.;6.49
2;Dance Wit Ginger Smoothie;Avocado, blueberries, kale, spinach, and ginger. Special blue and green. Our fruity tasty smoothies are blended to perfection.;6.49
2;N Da Clouds Smoothie;Berries, mango, pineapples, and dragon fruit. Our fruity tasty smoothies are blended to perfection.;6.49
2;Taste on Da Tongue Smoothie;Pineapples, orange, peaches, and coconut water. Our fruity tasty smoothies are blended to perfection.;5.49
2;Summer Time Smoothie;Orange tangerine, tropical sunshine, apricot, craisin, lime, and pineapples. Our fruity tasty smoothies are blended to perfection.;6.49
2;K Blend Smoothie;Mango, pineapple, peaches pear apricot, cranberry, lemons, lemonade, flaxseeds, and strawberry protein. Our fruity tasty smoothies are blended to perfection.;8.49
2;Black Tar Coffee;Fresh medium roast brewed, with or without boba fresh decaf roast brewed. Fresh brewed whole beans coffee! Taste will be fresh and add in our gourmet flavors of your choice.;2.5
2;Ray Single Shot;Fresh and strong to give you the kick start you need.;0.75
2;Garri Double Shot;Fresh and strong to give you the double kick start you need.;3.95
2;Tereze Latte;Creamy espresso, steamed milk, and light froth. Made from fresh whole bean coffee made with espresso and hot steamed milk.;4.95
2;Tiese Mocha Latte;Cocoa, chocolate, espresso, steamed milk, and whipped cream. Made from fresh whole bean coffee made with espresso and hot steamed milk.;4.95
2;Matcha Green Tea Latte;Almond breeze vanilla unsweetened almond milk. Made from fresh whole bean coffee made with espresso and hot steamed milk.;4.95
2;Toffee Nut or Butter Pecan Latte;Butter pecan, caramel sauce, espresso, steamed milk, and whipped cream. Made from fresh whole bean coffee made with espresso and hot steamed milk.;5.5
2;Caramel Jtizpuccino;Coffee, sweetened condense milk, cream, caramel sauce, and whip cream.;5.5
2;Java Chip Jtizpuccino;Coffee, chocolate syrup, sweetened condense milk, cream, chocolate chips, and whip cream.;5.5
2;Cotton Candy Jtizpuccino;Vanilla syrup, raspberry syrup, milk, whip cream, and vanilla ice cream.;4.99
2;Matcha Mint Chip Cafe Essential;Specialty drinks.;5.5
2;Boba Milk Tea Flavors;;4.95
2;Homemade Tea;;2.5
2;Gourmet Flavor Tea;;0.6
2;Fruit N Yogurt Parfait;;4.5
2;Mango;;4.5
2;Strawberry;;4.5
2;Acai Berry Blend;;4.5
2;Waffles;Traditional or belgian waffle. Add a topping (strawberries, chocolate chips, or whipped cream).;4.99
2;Waffle Omelets;Eggs, shredded mozzarella, chopped red peppers, chopped broccoli or spinach, andbreakfast sliced sausage.;6
2;Chicken Waffle Sandwich;Pulled chicken, jalapeno, shredded cabbage, shredded carrot, maple syrup apple cider vinegar, and mayo.;7.99
2;Stuffed Waffle Biscuits;Your Choose your size of meats are sausage or ham or bacon or eggs, turkey (two meats with cheese).;5.95
2;"Bacon with Eggs &amp; Cheese";;5.95
2;Breakfast Plate;Grits, eggs, bacon or sausage with toast.;7.99
2;"Sausage &amp; Egg with Cheese Sandwich";;5.95
2;"Bacon Egg &amp; Cheese Sandwich";;4.39
2;Kings Hawaiian;Kaiser roll, turkey, ham, and monterey Jack cheese (French chili). Take a,oad off and relax sip-n-snack at J'ti'z.;7.29
2;Cuban;Cuban bread, roast pork, ham, swiss, and slice pickle (honey mustard). Take a,oad off and relax sip-n-snack at J'ti'z.;7.29
2;Italian;Tomato basil focaccia, salami, ham, and cheese provolone (feta dressing). Take a,oad off and relax sip-n-snack at J'ti'z.;7.29
2;Tuna Wrap;Tuna and tomato. Take a,oad off and relax sip-n-snack at J'ti'z.;4.95
2;Waffle Pizza;Pepperoni, ham, cheese, onions, and green peppers. Take a,oad off and relax sip-n-snack at J'ti'z.;4.95
2;Ti'z Tuna Crunch Sandwich;;7.29
2;J' Ti'z Tuna Melt (Wrap);;7.49
2;Sho Nuff Kicken Tuna Sandwich;;7.99
2;Avocado Tuna Sandwich with,ime;;7.49
2;Tuna Salad;Tuna salad and crackers (one scoop). Grab a freshly made salad.;4.25
2;Chicken Salad;Pulled chicken, jalapeno, shredded cabbage, and shredded carrot. Grab a freshly made salad.;7.99
2;Garden Salad;Lettuce, tomatoes, and cucumbers. Grab a freshly made salad.;4.95
2;"Broccoli &amp; Cheddar Soup";Freshly made soup.;3.5
2;Tomato Basil Soup;Freshly made soup.;3.5
3;Chicken Bacon Ranch Cheesesteak;Chicken sandwich with bacon, ranch, and your choice of cheese.;14.38
3;Philadelphia Cheesesteak;Steak sandwich with your choice of cheese.;10.78
3;Cheesesteak Hoagie;Steak sandwich with lettuce, tomato, onion, and your choice of cheese.;14.38
3;Buffalo Chicken Cheesesteak;Chicken sandwich with buffalo sauce, grilled onions, and your choice of cheese.;13.18
3;BBQ Chicken Cheesesteak;Chicken sandwich with BBQ sauce, fried onions, and your choice of cheese.;13.18
3;Philadelphia Cheesesteak;Steak sandwich with your choice of cheese.;10.78
3;Classic Cheesesteak;Steak sandwich with grilled onions and your choice of cheese.;11.98
3;Roasted Pepper Cheesesteak;Steak sandwich with grilled onions, bell peppers, and your choice of cheese.;13.18
3;Mushroom Cheesesteak;Steak sandwich with mushrooms, grilled onions, and your choice of cheese.;13.18
3;Loaded Cheesesteak;Steak sandwich with grilled onions, bell peppers, mushrooms, and your choice of cheese.;14.38
3;Buffalo Cheesesteak;Steak sandwich with buffalo sauce, grilled onions, and your choice of cheese.;13.18
3;BBQ Cheesesteak;Steak sandwich with BBQ sauce, fried onions, and your choice of cheese.;13.18
3;Bacon Ranch Cheesesteak;Steak sandwich with bacon, ranch, and your choice of cheese.;14.38
3;Cheesesteak Hoagie;Steak sandwich with lettuce, tomato, onion, and your choice of cheese.;14.38
3;Cheesesteak Combo;Your choice of cheesesteak and side.;16.78
3;Chicken Cheesesteak;Chicken sandwich with grilled onions and your choice of cheese.;11.98
3;Chicken Bacon Ranch Cheesesteak;Chicken sandwich with bacon, ranch, and your choice of cheese.;14.38
3;BBQ Chicken Cheesesteak;Chicken sandwich with BBQ sauce, fried onions, and your choice of cheese.;13.18
3;Buffalo Chicken Cheesesteak;Chicken sandwich with buffalo sauce, grilled onions, and your choice of cheese.;13.18
3;Chicken Cheesesteak Combo;Your choice of cheesesteak and side.;16.78
3;Cheese Fries;Crispy fries served with melted cheese.;5.98
3;French Fries;Crispy fries.;4.78
3;Onion Rings;Crispy onion rings.;4.78
3;Water;;3
3;Coke;;3
3;Diet Coke;;3
3;Sprite;;3
3;Iced Tea;;3
4;Chicken Bacon Artichoke - Keto Friendly (Baking Required);Creamy Garlic Sauce, Whole-Milk Mozzarella, Grilled Chicken Raised Without Antibiotics, Crispy Bacon, Marinated Artichoke Hearts, Fresh Spinach, Aged Parmesan and Zesty Herbs without the Crust. This recipe is Keto-friendly, but still fully customizable. Macros for this entire tray with the default build are Fats: 89g, Proteins: 91g, Carbs: 21g;10.99
4;Cowboy - Keto Friendly (Baking Required);"Traditional Red Sauce, Whole-Milk Mozzarella, Premium Pepperoni, Italian Sausage, Sliced Mushrooms, Black Olives, Cheddar, and Herb &amp; Cheese Blend without the Crust. 

To make this Keto-friendly, simply change the Traditional Red Sauce to Creamy Garlic Sauce or Olive Oil &amp; Garlic Sauce. Macros for this entire tray with the default build are Fats: 100g, Proteins: 75g, Carbs: 28g";10.99
4;Create Your Own Crustless - Keto Friendly (Baking Required);"Choose your sauce (or no sauce at all!) and add up to 5 toppings for best results.  Toppings that are Keto-friendly are marked with ""KF"".";9
4;Gourmet Vegetarian - Keto Friendly (Baking Required);"Creamy Garlic Sauce, Whole-Milk Mozzarella, Fresh Spinach, Sliced Zucchini, Sliced Mushrooms, Marinated Artichoke Hearts, Roma Tomatoes, Mixed Onions, Cheddar, and Herb &amp; Cheese Blend. This recipe is Keto-friendly, but still fully customizable. Macros for this entire tray with the default build are Fats: 79g, Proteins: 57g, Carbs: 23g";10.99
4;Papa's All Meat - Keto Friendly (Baking Required);"Traditional Red Sauce, Whole-Milk Mozzarella, Canadian Bacon, Salami, Premium Pepperoni, Italian Sausage and Ground Beef, and Cheddar. 

To make this Keto-friendly, simply change the Traditional Red Sauce to Creamy Garlic Sauce or Olive Oil &amp; Garlic Sauce. Macros for this entire tray with the default build are Fats: 108g, Proteins: 88g, Carbs: 25g";10.99
4;Papa's Favorite - Keto Friendly (Baking Required);"Traditional Red Sauce, Whole-Milk Mozzarella, Premium Pepperoni, Italian Sausage, Ground Beef, Sliced Mushrooms, Mixed Onions, Green Peppers, Black Olives, and Cheddar. To make this Keto-friendly, simply change the Traditional Red Sauce to Creamy Garlic Sauce or Olive Oil &amp; Garlic Sauce. Macros for this entire tray with the default build are Fats: 104g, Proteins: 77g, Carbs: 33g";10.99
4;Cowboy (Baking Required);"Our Original Crust topped with Traditional Red Sauce, Whole-Milk Mozzarella, Premium Pepperoni, Italian Sausage, Sliced Mushrooms, Black Olives, Cheddar, and Herb &amp; Cheese Blend. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.";12.99
4;Papa's Favorite® (Baking Required);Our Original Crust topped with Traditional Red Sauce, Whole-Milk Mozzarella, Premium Pepperoni, Italian Sausage, Ground Beef, Sliced Mushrooms, Mixed Onions, Green Peppers, Black Olives, and Cheddar. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.;12.99
4;Murphy's Combo (Baking Required);Our Original Crust topped with Traditional Red Sauce, Whole-Milk Mozzarella, Salami, Premium Pepperoni, Italian Sausage, Sliced Mushrooms, Mixed Onions and Black Olives, and Cheddar. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.;12.99
4;Chicken Garlic (Baking Required);"Our Original Crust topped with Creamy Garlic Sauce, Whole-Milk Mozzarella, Grilled Chicken Raised Without Antibiotics, Roma Tomatoes, Green Onions, Cheddar, and Herb &amp; Cheese Blend. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.";12.99
4;Papa's All Meat (Baking Required);Our Original Crust topped with Traditional Red Sauce, Whole-Milk Mozzarella, Canadian Bacon, Salami, Premium Pepperoni, Italian Sausage and Ground Beef, and Cheddar. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.;12.99
4;Rancher;Our Original Crust topped with Traditional Red Sauce, Whole-Milk Mozzarella, Canadian Bacon, Premium Pepperoni, Ground Beef, Mixed Onions, and Cheddar.;12.99
4;Chicken Bacon Artichoke (Baking Required);Our Artisan Thin Crust, topped with Creamy Garlic Sauce, Whole-Milk Mozzarella, Grilled Chicken Raised Without Antibiotics, Crispy Bacon, Marinated Artichoke Hearts, Fresh Spinach, Aged Parmesan and Zesty Herbs. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.;11.99
4;Herb Chicken Mediterranean (Baking Required);Our Artisan Thin Crust, topped with Olive Oil, Chopped Garlic, Whole-Milk Mozzarella, Grilled Chicken Raised Without Antibiotics, Fresh Spinach, Sun-dried Tomatoes, Crumbled Feta and Zesty Herbs. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.;11.99
4;Gourmet Vegetarian (Baking Required);"Our Artisan Thin Crust, topped with Creamy Garlic Sauce, Whole-Milk Mozzarella, Fresh Spinach, Sliced Zucchini, Sliced Mushrooms, Marinated Artichoke Hearts, Roma Tomatoes, Mixed Onions, Cheddar, and Herb &amp; Cheese Blend. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.";11.99
4;Thai Chicken(Baking Required);Our Artisan Thin Crust topped with Traditional Red Sauce, Whole-Milk Mozzarella, Premium Pepperoni, Fresh Spinach, Black Olives, Roma Tomatoes, Feta Cheese, and Zesty Herbs. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.;11.99
4;Tuscan Chicken and Sausage ( Baking Required);Our Artisan Thin Crust topped with Traditional Red Sauce, Whole-Milk Mozzarella, Premium Pepperoni, Fresh Spinach, Black Olives, Roma Tomatoes, Feta Cheese, and Zesty Herbs. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.;11.99
4;5-Meat Stuffed (Baking Required) Family;Two layers of our Original Crust stuffed with Traditional Red Sauce, Whole-Milk Mozzarella, Canadian Bacon, Premium Pepperoni, Italian Sausage, Crispy Bacon and topped with Traditional Red Sauce, Ground Beef, Mozzarella and Mild Cheddar.;16.99
4;5-Meat Stuffed (Baking Required) Large;Two layers of our Original Crust stuffed with Traditional Red Sauce, Whole-Milk Mozzarella, Canadian Bacon, Premium Pepperoni, Italian Sausage, Crispy Bacon and topped with Traditional Red Sauce, Ground Beef, Mozzarella and Mild Cheddar.;14.99
4;Chicago-Styled Stuffed (Baking Required) Family;Two layers of our Original Crust stuffed with Traditional Red Sauce, Whole-Milk Mozzarella, Salami, Premium Pepperoni, Italian Sausage, Ground Beef, Mixed Onions and topped with Traditional Red Sauce, Green Onions, Roma Tomatoes, Mozzarella and Mild Cheddar. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.;16.99
4;Chicago-Styled Stuffed (Baking Required) Large;Two layers of our Original Crust stuffed with Traditional Red Sauce, Whole-Milk Mozzarella, Salami, Premium Pepperoni, Italian Sausage, Ground Beef, Mixed Onions and topped with Traditional Red Sauce, Green Onions, Roma Tomatoes, Mozzarella and Mild Cheddar. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.;14.99
4;Big Murphy's Stuffed (Baking Required) Large;"Two layers of our Original Crust stuffed with Traditional Red Sauce, Whole-Milk Mozzarella, Premium Pepperoni, Italian Sausage, Sliced Mushrooms and Black Olives topped with Traditional Red Sauce, Green Peppers, Roma Tomatoes, Mild Cheddar and Herb &amp; Cheese Blend. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.";14.99
4;Big Murphy's Stuffed (Baking Required) Family;"Two layers of our Original Crust stuffed with Traditional Red Sauce, Whole-Milk Mozzarella, Premium Pepperoni, Italian Sausage, Sliced Mushrooms and Black Olives topped with Traditional Red Sauce, Green Peppers, Roma Tomatoes, Mild Cheddar and Herb &amp; Cheese Blend. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.";16.99
4;Chicken Bacon Stuffed (Baking Required) Large;Two layers of our Original Crust stuffed with Creamy Garlic Sauce, Whole-Milk Mozzarella, Grilled Chicken Raised Without Antibiotics, Crispy Bacon, Roma Tomatoes, Mixed Onions and topped with Creamy Garlic Sauce, Roma Tomatoes, Crispy Bacon, Mozzarella and Mild Cheddar. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.;14.99
4;Chicken Bacon Stuffed (Baking Required) Family;Two layers of our Original Crust stuffed with Creamy Garlic Sauce, Whole-Milk Mozzarella, Grilled Chicken Raised Without Antibiotics, Crispy Bacon, Roma Tomatoes, Mixed Onions and topped with Creamy Garlic Sauce, Roma Tomatoes, Crispy Bacon, Mozzarella and Mild Cheddar. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.;16.99
4;Scratch-Made 5-Cheese Bread (Baking Required);"Fresh dough topped with our Herb Garlic Spread, ¼ pound of Whole-Milk Mozzarella, Herb &amp; Cheese Blend, and Mild Cheddar Cheese served with a side of Marinara.";5
4;Chocolate Chip Cookie Dough (Baking Required);Fresh-made in house with Semi-Sweet Chocolate Chips.;5
4;Cinnamon Wheel (Baking Required);Our Original Crust topped with Cinnamon Spread, Oatmeal Crisp Topping, served with Cream Cheese Frosting.;5
4;S’mores Bars;Chocolate chip cookie dough topped with marshmallows, crisp topping, and even more chocolate chips.;6
4;Soft Drink (2-Liter Pepsi Product);;2.49
4;Mini Murph Cheese;"Make 'n' Bake Pizza Kit with Red Sauce &amp; Mozzarella.";4.99
4;Mini Murph Pepperoni;"Make 'n' Bake Pizza Kit with Red Sauce, Mozzarella &amp; Pepperoni.";4.99
4;Create Your Own;Choose your size and one of our fresh dough options, and then top your pizza with everyone's favorites .;2.49
4;Garden Salad;Romaine lettuce topped with green peppers, Roma tomatoes, black olives, whole milk mozzarella, and mild cheddar cheeses.;5.99
4;Caesar Salad;Romaine lettuce topped with shredded aged parmesan cheese.;5.99
4;Club Salad;Romaine lettuce topped with crispy bacon, Canadian bacon, Roma tomatoes, whole milk mozzarella, and mild cheddar cheese.;5.99
4;Mediterranean  Salad;Romaine lettuce and fresh spinach topped with black olives, sun dried tomatoes, mixed onions, and crumbled feta cheese.;5.99
5;Pork Chop Rice with Gravy Plate;;7
5;Full Sausage (2 pcs) with 2 Eggs;2 pieces.;7.25
5;Bacon and Egg with Cheese Breakfast Sandwich;;3.5
5;Double Cheese Burger;Grilled or fried patty with cheese on a bun.;3.25
5;Full Bacon (3 pcs) with 2 Eggs;3 pieces.;7.25
5;Full Ham with 2 Eggs;;7.25
5;1/2  Ham with 1 Egg;;6.25
5;Full Bacon (3 pcs) with 2 Eggs;3 pieces.;7.25
5;1/2  Bacon (2 pcs) with 1 Egg;2 pieces.;6.25
5;Full Sausage (2 pcs) with 2 Eggs;2 pieces.;7.25
5;1/2 Sausage (1 pc) with 1 Egg;1 piece.;6.25
5;Full Salmon (2 pcs) with 2 Eggs;2 pieces.;7.25
5;1/2 Salmon (1 pc) with 1 Egg;1 piece.;6.25
5;Full Frank (2 pcs) with 2 Eggs;2 pieces.;7.25
5;1/2 Frank (1 pc) with 1 Egg;1 piece.;6.25
5;Fish and  Grits;Porridge made from ground corn.;6.75
5;Grits with 2 Eggs;Porridge made from ground corn.;5.25
5;Bowl of Grits;Porridge made from ground corn.;1.75
5;Bowl of Rice;;1.75
5;Sausage Breakfast Sandwich;;2.75
5;Sausage with Egg Breakfast Sandwich;;3.25
5;Sausage with Cheese Breakfast Sandwich;;3.5
5;Ham, Egg with Cheese Breakfast Sandwich;Sandwich built with pork and cheese. ;4.5
5;Frank and Egg with Cheese Breakfast Sandwich;;4.9
5;Bacon and Egg with Cheese Breakfast Sandwich;;3.5
5;Salmon and Egg Breakfast Sandwich;Subtle rich fish and egg sandwich.;3.75
5;BLT Breakfast Sandwich;Bacon, lettuce, and tomato. ;3.5
5;Grilled Cheese Breakfast Sandwich;Hot sandwich filled with cheese that has been pan cooked or grilled. ;2.25
5;Pancakes (3 pcs);;3.5
5;Pancakes (3 pcs) with Meat;;6.75
5;Pork Chop Rice with Gravy Plate;;7
5;Steak Rice with Gravy Plate;;7
5;Liver Rice with Gravy Plate;;6.75
5;Chicken Rice with Gravy Plate;;6
5;Wings (3 pcs) with Fries Plate;;5.5
5;Cheese Burger;Grilled or fried patty with cheese on a bun.;2.5
5;Hot Dog;Sausage served on a bun.;2.25
5;Polish;;3.25
5;Frank;;3
5;Cheese Frank;;3.25
5;Hamburger;Grilled or fried patty on a bun. ;2.25
5;Double Hamburger;Grilled or fried patty on a bun. ;3
5;Double Cheese Burger;Grilled or fried patty with cheese on a bun.;3.25
5;Turkey with Cheese Deluxe Sandwich;;3.5
5;Ham Deluxe Sandwich;;4
5;Salmon Sandwich;Subtle rich fish sandwich. ;3
5;Pork Chop Sandwich;Thick cut of meat from a pig typically cut from the spine.;4.5
5;Fish Sandwich;Sandwich made with a piece of cut fish that is either fried, baked, or grilled. ;4
5;Liver Sandwich;Sandwich with liver meat typically made as a spread or a patty.;3.75
5;Pig Ear Sandwich;;3.75
5;"Mac &amp; Cheese";;2.75
5;Coleslaw;;2.75
5;Potato Salad;;2.75
5;Green Beans;;2.75
5;Baked Beans;;2.75
5;Bowl Peas;;3.75
5;Bowl Beans;;3.75
5;Fries;;2.25
5;Pie Slice;;2.25
5;Cake Slice;;2.5
5;Whole Pie;;12
5;Whole Cake;;20
5;Hot Coffee;;1
5;Tea;;1
5;Can Sodas;;1
5;Water;;1
6;Hereford Filet Mignon;Potato pave, haricot verts, caramalized onion bacon foam, and worcestershire blue butter.;44
6;Alaskan Halibut;"lemongrass &amp; ginger tea crusted, cucumber zucchini ribbon salad, asparagus, honey stone ground vinaigrette, dandelion honey
";40
6;King Crab Cobb Salad;plus king crab, avocado, quail eggs, bacon lardons, heirloom tomato, persian cukes, fried capers, mixed greens, green goddess dressing;43
6;Grilled King Salmon;"artichoke barigoule, baby carrots, pearl onions, local pintos, lardons, jus
";36
6;Lobster Tortellini ;plus maine lobster, english peas, fennel shallot salad , grana, truffle and chive oils;18
6;Fritto Misto;Calamari, shrimp, pesce, parsley, sweet pepper, fennel, lemon, and green curry aioli.;14
6;King Crab Cobb Salad;plus king crab, avocado, quail eggs, bacon lardons, heirloom tomato, persian cukes, fried capers, mixed greens, green goddess dressing;43
6;Heirloom and Eggplant Caprese ;plus heirloom tomato, coal roasted eggplant, burrata, pesto cetarese;17
